CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,REL DT,5C CODE
S.U.V. - 4WD,JEEP,COMMANDER 4WD,3.7,6,Auto(L5),4,509,14,19,16,17.4,26.6,20.6073,R,,,,,,,,,,3844, ,,2,23,1-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,COMMANDER 4WD,4.7,8,Auto(L5),4,575,13,18,15,15.8,24.7,18.8577,R,,,,,,,,,,4102, ,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,JEEP,COMMANDER 4WD,4.7,8,Auto(L5),4,573,9,12,10,11,16.5,12.9412,E,,,,,,,,,,5325,E85 280,CMODE ,2,23,3-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,COMMANDER 4WD,4.7,8,Auto(L5),4,571,13,18,15,15.8,24.7,18.8577,R,,,,,,,,,,4102,GAS 340,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,JEEP,COMMANDER 4WD,5.7,8,Auto(L5),4,455,13,19,15,16.6,26,19.8254,R,,,,,,,,,,4102, ,,2,23,28-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,COMPASS 4WD,2.4,4,Manual(M5),4,212,23,28,25,28.8,38.6,32.5148,R,,,,,,,,,,2460, ,,4,23,11-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,COMPASS 4WD,2.4,4,Auto(AV),4,209,21,24,22,26.3,33.6,29.1499,R,,,,,,,,,,2798, ,CMODE VLKUP ,4,23,11-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,3.7,6,Auto(L5),4,509,15,20,17,18.5,27.5,21.6951,R,,,,,,,,,,3616, ,,2,23,1-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.7,8,Auto(L5),4,575,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102, ,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.7,8,Auto(L5),4,573,9,13,10,10.7,17.2,12.8925,E,,,,,,,,,,5325,E85 280,CMODE ,2,23,3-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.7,8,Auto(L5),4,571,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,GAS 340,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,5.7,8,Auto(L5),4,455,13,19,15,16.6,26,19.8254,R,,,,,,,,,,4102, ,,2,23,28-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,6.1,8,Auto(L5),4,565,11,14,12,13.7,19.4,15.7873,P,,,,,,,,,,5373, ,CMODE ,1,23,17-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,LIBERTY 4WD,3.7,6,Auto(L4),4,528,15,21,17,18.7,28.5,22.1233,R,,,,,,,,,,3616, ,,2,23,10-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,PATRIOT 4WD,2.4,4,Manual(M5),4,212,23,28,25,28.8,38.6,32.5148,R,,,,,,,,,,2460, ,,4,23,11-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,PATRIOT 4WD,2.4,4,Auto(AV),4,210,20,22,21,26.3,33.6,29.1499,R,,,,,,,,,,2927,CVT2L,CMODE VLKUP ,4,23,11-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,PATRIOT 4WD,2.4,4,Auto(AV),4,209,21,24,22,26.3,33.6,29.1499,R,,,,,,,,,,2798, ,CMODE VLKUP ,4,23,11-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,WRANGLER 4WD,3.8,6,Manual(M6),4,522,15,19,16,18.6,25.7,21.2406,R,,,,,,,,,,3844, ,,2,23,2-Jul-08,DERIVED
S.U.V. - 4WD,JEEP,WRANGLER 4WD,3.8,6,Auto(L4),4,520,15,19,17,18.3513,26.5966,21.3265,R,,,,,,,,,,3616, ,CMODE ,2,23,2-Jul-08,DERIVED
S.U.V. - 4WD,KIA,BORREGO 4WD,3.8,6,Auto(L5),4,10,16,21,18,20.1,29.2986,23.407,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,KIA,BORREGO 4WD,4.6,8,Auto(L6),4,13,15,20,17,18.1,28.4,21.6301,R,,,,,,,,,,3616, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,KIA,SORENTO 4WD,3.3,6,Auto(L5),4,7,15,22,17,18.7,30,22.5166,R,,,,,,,,,,3616, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,KIA,SORENTO 4WD,3.8,6,Auto(L5),4,8,15,20,17,18.7,28.2,22.0414,R,,,,,,,,,,3616, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,KIA,SPORTAGE 4WD,2,4,Manual(M5),4,2,19,24,21,24.2,33.4,27.6241,R,,,,,,,,,,2927, ,,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,KIA,SPORTAGE 4WD,2.7,6,Auto(L4),4,3,18,23,20,22.4,31.3,25.6868,R,,,,,,,,,,3075, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,LAND ROVER,LR2,3.2,6,Auto(S6),4,6,15,22,17,18.6,30.3,22.5117,R,,,,,,,,,,3616, ,6MODE CLKUP ,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,LAND ROVER,LR3,4.4,8,Auto(S6),4,1,12,17,14,15.2,24,18.2036,P,,,,,,,,,,4605, ,6MODE CLKUP ,4,23,26-May-08,DERIVED
S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.2,8,Auto(S6),4,3,12,18,14,14.8,24.3,17.9596,P,,,S,,,,,,,4605, ,6MODE CLKUP ,4,23,26-May-08,DERIVED
S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.4,8,Auto(S6),4,4,12,18,14,15.1,24.8,18.3254,P,,,,,,,,,,4605, ,6MODE CLKUP ,4,23,26-May-08,DERIVED
S.U.V. - 4WD,LAND ROVER,RANGE ROVER SPORT,4.2,8,Auto(S6),4,5,12,18,14,14.8,24.2,17.9349,P,,,S,,,,,,,4605, ,6MODE CLKUP ,4,23,26-May-08,DERIVED
S.U.V. - 4WD,LAND ROVER,RANGE ROVER SPORT,4.4,8,Auto(S6),4,2,12,18,15,15.3,25.2,18.5857,P,,,,,,,,,,4302, ,6MODE CLKUP ,4,23,26-May-08,DERIVED
S.U.V. - 4WD,LEXUS,GX 470,4.7,8,Auto(L5),4,33,14,18,15,17,24.2,19.6279,P,,,,,,,,,,4302, ,2MODE CLKUP ,4,23,18-Aug-08,DERIVED
S.U.V. - 4WD,LEXUS,LX 570,5.7,8,Auto(S6),4,34,12,18,14,15.3,24.1491,18.3211,P,,,,,,,,,,4605, ,2MODE CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,LEXUS,RX 350 4WD,3.5,6,Auto(S5),4,25,17,22,19,21.1,30.9,24.6127,P,,,,,,,,,,3393, ,CLKUP ,4,23,28-Jan-08,DERIVED
S.U.V. - 4WD,LEXUS,RX 350 4WD,3.5,6,Auto(L5),4,25,17,22,19,21.1,30.9,24.6127,P,,,,,,,,,,3393, ,CLKUP ,4,23,28-Jan-08,DERIVED
S.U.V. - 4WD,LINCOLN,MKX AWD,3.5,6,Auto(L6),4,741,15,22,18,19.2,30.5,23.0415,R,,,,,,,,,,3419, ,CLKUP ,4,23,2-Sep-08,DERIVED
S.U.V. - 4WD,MAZDA,CX-7 4WD,2.3,4,Auto(S6),4,2,16,22,18,20.5,30.3,23.9919,P,,T,,,,,,,,3586, ,DC/FW,4,23,18-Apr-08,DERIVED
S.U.V. - 4WD,MAZDA,CX-9 4WD,3.7,6,Auto(S6),4,3,15,21,17,18.7,28.7,22.1773,R,,,,,,,,,,3616, ,DC/FW,4,23,3-Jun-08,DERIVED
S.U.V. - 4WD,MAZDA,TRIBUTE 4WD,2.5,4,Auto(L6),4,951,19,25,21,23.9545,34.7998,27.8619,R,,,,,,,,,,2927, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MAZDA,TRIBUTE 4WD,3,6,Auto(L6),4,955,17,24,20,21.6255,33.2006,25.6496,R,,,,,,,,,,3075, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MAZDA,TRIBUTE HYBRID 4WD,2.5,4,Auto(AV),4,959,29,27,28,37.4,37.2,37.3097,R,,,,,,,,,,2196, ,VLKUP ,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,G55 AMG,5.4,8,Auto(L5),4,55,11,15,12,13.2,20.7,15.7714,P,,,S,,,124,49,,,5373, ,EMS 2MODE CLKUP,3,23,15-Oct-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,GL320 BLUETEC,3,6,Auto(L7),4,7,17,23,19,21.1,31.5,24.7819,D,,T,,,,143,16,,,3550, ,EMS 2MODE CLKUP,4,23,1-Oct-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,GL450 4MATIC,4.6,8,Auto(L7),4,17,13,18,15,16.1,24.4,19.0099,P,,,,,,143,16,,,4302, ,EMS 2MODE CLKUP,4,23,1-Jul-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,GL550 4MATIC,5.5,8,Auto(L7),4,18,13,17,14,15.7,23.7,18.5119,P,,,,,,143,16,,,4605, ,EMS 2MODE CLKUP,4,23,1-Jul-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,ML320 BLUETEC,3,6,Auto(L7),4,24,18,24,20,22.2,33.7,26.2275,D,,T,,,,107,41,,,3375, ,EMS 2MODE CLKUP,4,23,1-Oct-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,ML350 4MATIC,3.5,6,Auto(L7),4,42,15,20,17,18.4,27,21.4786,P,,,,,,107,41,,,3793, ,EMS 2MODE CLKUP,4,23,16-Jul-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,ML550 4MATIC,5.5,8,Auto(L7),4,19,13,18,15,16.3,24.6,19.2178,P,,,,,,107,41,,,4302, ,EMS 2MODE CLKUP,3,23,1-Jul-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,ML63 AMG,6.2,8,Auto(S7),4,43,11,15,12,12.8,19.7,15.1949,P,,,,,,107,41,,,5373, ,EMS 2MODE CLKUP,4,23,16-Jul-08,5-CYCLE
S.U.V. - 4WD,MERCEDES-BENZ,R320 BLUETEC,3,6,Auto(L7),4,8,18,24,20,22.5,33.3,26.3449,D,,T,,,,148,14,,,3375, ,EMS 2MODE CLKUP,4,23,1-Aug-08,DERIVED
S.U.V. - 4WD,MERCEDES-BENZ,R350 4MATIC,3.5,6,Auto(L7),4,46,15,19,16,18.2,26.8,21.2717,P,,,,,,148,14,,,4031, ,EMS 2MODE CLKUP,4,23,22-Jul-08,DERIVED
S.U.V. - 4WD,MERCURY,MARINER 4WD,2.5,4,Auto(L6),4,609,19,25,21,23.9545,34.7998,27.8619,R,,,,,,,,,,2927, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MERCURY,MARINER 4WD,3,6,Auto(L6),4,613,17,24,20,21.6255,33.2006,25.6496,R,,,,,,,,,,3075, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MERCURY,MARINER HYBRID 4WD,2.5,4,Auto(AV),4,615,29,27,28,37.4,37.2,37.3097,R,,,,,,,,,,2196, ,VLKUP ,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,4,6,Auto(L5),4,709,13,19,15,16.4469,25.7624,19.6432,R,,,,,,,,,,4102, ,CLKUP ,2,23,18-Aug-08,DERIVED
S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,4.6,8,Auto(L6),4,711,14,19,16,16.8379,26.6162,20.1729,R,,,,,,,,,,3844, ,CLKUP ,3,23,18-Aug-08,DERIVED
S.U.V. - 4WD,MITSUBISHI,ENDEAVOR AWD,3.8,6,Auto(S4),4,115,15,19,17,18.4,26.9,21.4501,P,,,,,,,,,,3793,SOHC,2MODE CLKUP ,4,23,1-Sep-08,DERIVED
S.U.V. - 4WD,MITSUBISHI,OUTLANDER 4WD,2.4,4,Auto(AV),4,142,20,25,22,24.7,34.8,28.4105,R,,,,,,,,,,2798,DOHC,VMODE VLKUP ,4,23,16-Jun-08,DERIVED
S.U.V. - 4WD,MITSUBISHI,OUTLANDER 4WD,3,6,Auto(S6),4,132,17,23,19,21.148,32.2229,25.0172,R,,,,,,,,,,3235,SOHC,2MODE CLKUP ,4,23,16-Jun-08,DERIVED
S.U.V. - 4WD,NISSAN,ARMADA 4WD,5.6,8,Auto(L5),4,295,9,13,10,11.0168,18.1997,13.396,E,,,,,,,,,,5325,RNG280,CLKUP ,4,23,15-May-08,DERIVED
S.U.V. - 4WD,NISSAN,ARMADA 4WD,5.6,8,Auto(L5),4,291,12,18,14,15.2748,24.9172,18.4956,R,,,,,,,,,,4391,RNG390,CLKUP ,4,23,15-May-08,DERIVED
S.U.V. - 4WD,NISSAN,ARMADA 4WD,5.6,8,Auto(L5),4,283,12,18,14,15.0931,24.2308,18.178,R,,,,,,,,,,4391, ,CLKUP ,4,23,15-May-08,DERIVED
S.U.V. - 4WD,NISSAN,MURANO AWD,3.5,6,Auto(AV),4,92,18,23,20,22.1834,31.6296,25.6276,P,,,,,,,,,,3225, ,VMODE CLKUP ,4,23,4-Jan-08,DERIVED
S.U.V. - 4WD,NISSAN,PATHFINDER 4WD,4,6,Auto(L5),4,183,14,20,16,17.6431,27.3268,20.9903,P,,,,,,,,,,4031, ,CLKUP ,4,23,1-Aug-08,DERIVED
S.U.V. - 4WD,NISSAN,PATHFINDER 4WD,5.6,8,Auto(S5),4,281,13,18,14,15.5498,24.2996,18.5566,P,,,,,,,,,,4605, ,CLKUP ,4,23,1-Aug-08,DERIVED
S.U.V. - 4WD,NISSAN,ROGUE AWD,2.5,4,Auto(AV),4,82,21,26,23,27.1863,36.003,30.5533,R,,,,,,,,,,2675, ,VMODE CLKUP ,4,23,25-Jul-08,DERIVED
S.U.V. - 4WD,NISSAN,XTERRA 4WD,4,6,Manual(M6),4,182,16,20,17,19.2998,27.1895,22.1984,R,,,,,,,,,,3616, ,,4,23,1-Aug-08,DERIVED
S.U.V. - 4WD,NISSAN,XTERRA 4WD,4,6,Auto(L5),4,182,15,20,17,18.1798,27.5791,21.4731,R,,,,,,,,,,3616, ,,4,23,1-Aug-08,DERIVED
S.U.V. - 4WD,PONTIAC,TORRENT AWD,3.4,6,Auto(L5),4,109,17,24,20,21.5,33.4,25.6053,R,,,,,,,,,,3075, ,CLKUP ,2,23,30-Apr-08,DERIVED
S.U.V. - 4WD,PONTIAC,TORRENT AWD,3.6,6,Auto(S6),4,111,16,24,19,20.1,33.5,24.5122,R,,,,,,,,,,3235, ,CLKUP ,4,23,20-Jun-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE,3.6,6,Manual(M6),4,500,14,20,16,17,28.1,20.6752,P,,,,,,,,,,4031, ,,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE,3.6,6,Auto(L6),4,500,14,20,16,17.9,27.6,21.2628,P,,,,,,,,,,4031, ,2MODE ,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE GTS,4.8,8,Manual(M6),4,600,11,17,13,13.5,23.6,16.72,P,,,,,,,,,,4960, ,,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE GTS,4.8,8,Auto(L6),4,600,13,18,15,16.1,25.5,19.3018,P,,,,,,,,,,4302, ,2MODE ,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE S,4.8,8,Auto(L6),4,600,13,19,15,16,26.4,19.4475,P,,,,,,,,,,4302, ,2MODE ,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE TURBO,4.8,8,Auto(L6),4,700,12,19,14,14.5,25.8,18.0594,P,,T,,,,,,,,4605, ,2MODE ,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,PORSCHE,CAYENNE TURBO S,4.8,8,Auto(L6),4,700,12,19,14,14.5,25.8,18.0594,P,,T,,,,,,,,4605, ,2MODE ,4,23,7-Jul-08,DERIVED
S.U.V. - 4WD,SAAB,9-7X AWD,4.2,6,Auto(L4),4,801,14,20,16,17.2,27.4,20.6611,R,,,,,,,,,,3844, ,CLKUP ,4,23,13-Jun-08,DERIVED
S.U.V. - 4WD,SAAB,9-7X AWD,5.3,8,Auto(L4),4,849,14,20,16,17.6,27.9,21.1064,R,,,,,,,,,,3844, ,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,SAAB,9-7X AWD,6,8,Auto(L4),4,803,12,16,13,14.4,21.4,16.8855,R,,,,,,,,,,4729, ,CLKUP ,2,23,12-Aug-08,DERIVED
S.U.V. - 4WD,SATURN,OUTLOOK AWD,3.6,6,Auto(L6),4,160,16,23,19,20,31.6,23.9575,R,,,,,,,,,,3235, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,SATURN,VUE AWD,3.5,6,Auto(L6),4,139,16,23,18,19.7,31.7,23.7449,R,,,,,,,,,,3419, ,CLKUP ,2,23,30-Jun-08,DERIVED
S.U.V. - 4WD,SATURN,VUE AWD,3.6,6,Auto(L6),4,147,16,23,18,19.9,31.4,23.8269,R,,,,,,,,,,3419, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,SATURN,VUE AWD,3.6,6,Auto(S6),4,115,16,23,18,19.3,31.9,23.472,R,,,,,,,,,,3419, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(S4),4,22,19,24,21,23.9267,33.0743,27.3279,P,,T,,,,,,,,3070, ,2MODE CLKUP ,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Manual(M5),4,20,20,27,22,24.7947,37.0519,29.1313,R,,,,,,,,,,2798, ,,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(S4),4,20,20,26,22,25.0487,36.5784,29.1889,R,,,,,,,,,,2798, ,2MODE CLKUP ,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Manual(M5),4,22,18,24,20,22.3,33.5,26.2491,P,,T,,,,,,,,3225, ,,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Auto(S5),4,22,18,24,20,22.1443,33.2396,26.0586,P,,T,,,,,,,,3225, ,2MODE CLKUP ,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Manual(M5),4,20,20,27,22,24.7947,37.0519,29.1313,R,,,,,,,,,,2798, ,,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,2.5,4,Auto(S4),4,20,20,26,22,25.0487,36.5784,29.1889,R,,,,,,,,,,2798, ,2MODE CLKUP ,4,23,15-Jul-08,DERIVED
S.U.V. - 4WD,SUBARU,OUTBACK WAGON AWD,3,6,Auto(S5),4,30,17,24,20,21.6249,33.5704,25.7478,P,,,,,,,,,,3225, ,2MODE CLKUP ,4,23,25-Apr-08,DERIVED
S.U.V. - 4WD,SUBARU,TRIBECA AWD,3.6,6,Auto(S5),4,40,16,21,18,19.8,29.4,23.2105,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,23,7-Apr-08,DERIVED
S.U.V. - 4WD,SUZUKI,GRAND VITARA 4WD,2.4,4,Manual(M5),4,92,19,25,21,23.3,34.3,27.2296,R,,,,,,,,,,2927, ,,4,23,1-Sep-08,DERIVED
S.U.V. - 4WD,SUZUKI,GRAND VITARA 4WD,2.4,4,Auto(L4),4,94,19,23,20,23.4,32.3,26.7121,R,,,,,,,,,,3075, ,2MODE 2LKUP ,4,23,1-Sep-08,5-CYCLE
S.U.V. - 4WD,SUZUKI,GRAND VITARA 4WD,3.2,6,Auto(L5),4,96,17,23,19,20.9,32.3,24.8462,R,,,,,,,,,,3235, ,2MODE 2LKUP ,4,23,1-Sep-08,5-CYCLE
S.U.V. - 4WD,SUZUKI,XL7 AWD,3.6,6,Auto(S6),4,115,16,23,18,19.3,31.9,23.472,R,,,,,,,,,,3419, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,4,6,Auto(L5),4,31,16,20,17,19.5494,27.9321,22.6018,R,,,,,,,,,,3616, ,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,4.7,8,Auto(L5),4,32,14,17,15,17.4,24.1,19.8881,R,,,,,,,,,,4102, ,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,FJ CRUISER 4WD,4,6,Manual(M6),4,31,14,19,16,17.8,25.7,20.6575,P,,,,,,,,,,4031, ,,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,FJ CRUISER 4WD,4,6,Auto(L5),4,31,16,20,17,19.5494,27.9321,22.6018,P,,,,,,,,,,3793, ,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,HIGHLANDER 4WD,3.5,6,Auto(S5),4,26,17,23,19,21.2,31.3,24.8013,R,,,,,,,,,,3235, ,CLKUP ,4,23,10-Jul-08,DERIVED
S.U.V. - 4WD,TOYOTA,HIGHLANDER HYBRID 4WD,3.3,6,Auto(AV),4,28,27,25,26,35.3499,34.9989,35.1911,R,,,,,,,,,,2368,HEV,VMODE VLKUP ,4,23,10-Sep-08,DERIVED
S.U.V. - 4WD,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,Auto(S6),4,34,13,18,15,15.9,24.7491,18.9488,R,,,,,,,,,,4102, ,2MODE CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,RAV4 4WD,2.5,4,Auto(L4),4,22,21,27,24,26.7755,38.3517,30.984,R,,,,,,,,,,2565, ,CLKUP ,4,23,17-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,RAV4 4WD,3.5,6,Auto(L5),4,26,19,26,21,23.7,35.7494,27.9374,R,,,,,,,,,,2927, ,CLKUP ,4,23,10-Jul-08,DERIVED
S.U.V. - 4WD,TOYOTA,SEQUOIA 4WD,4.7,8,Auto(S5),4,32,13,16,14,16.301,22.4675,18.598,R,,,,,,,,,,4391, ,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,SEQUOIA 4WD,5.7,8,Auto(S6),4,38,9,12,10,10.9928,17.1595,13.1135,E,,,,,,,,,,5325,RNG=260,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,SEQUOIA 4WD,5.7,8,Auto(S6),4,37,13,18,14,15.4378,24.2403,18.4533,R,,,,,,,,,,4391,RNG=370,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,SEQUOIA 4WD,5.7,8,Auto(S6),4,34,13,18,15,15.9,24.5,18.8827,R,,,,,,,,,,4102, ,CLKUP ,4,23,7-Aug-08,DERIVED
S.U.V. - 4WD,TOYOTA,VENZA AWD,3.5,6,Auto(S6),4,27,18,25,21,22.6,35,26.8865,R,,,,,,,,,,2927, ,CLKUP ,4,23,6-Nov-08,DERIVED
S.U.V. - 4WD,VOLKSWAGEN,TIGUAN 4MOTION,2,4,Auto(S6),4,1,18,24,20,22.4494,33.3,26.3068,P,,T,,,,,,,,3225, ,3MODE CLKUP ,4,23,15-Feb-08,DERIVED
S.U.V. - 4WD,VOLKSWAGEN,TOUAREG,3.6,6,Auto(S6),4,30,14,20,16,17.555,27.0051,20.8361,P,,,,,,,,,,4031, ,3MODE CLKUP ,4,23,21-Jul-08,DERIVED
S.U.V. - 4WD,VOLKSWAGEN,TOUAREG,4.2,8,Auto(S6),4,14,13,18,15,15.7,25.1,18.8821,P,,,,,,,,,,4302, ,3MODE CLKUP ,4,23,6-May-08,DERIVED
S.U.V. - 4WD,VOLVO,XC 70 AWD,3,6,Auto(S6),4,1,15,22,18,18.8999,30.399,22.7771,R,,T,,,,,,,,3419, ,2MODE CLKUP ,4,23,30-May-08,DERIVED
S.U.V. - 4WD,VOLVO,XC 70 AWD,3.2,6,Auto(S6),4,15,15,23,18,19.1,31.4,23.1873,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,23,30-May-08,DERIVED
S.U.V. - 4WD,VOLVO,XC 90 AWD,3.2,6,Auto(S6),4,15,14,20,16,17.2814,27.3422,20.7107,R,,,,,,,,,,3844, ,2MODE CLKUP ,4,23,30-May-08,DERIVED
S.U.V. - 4WD,VOLVO,XC 90 AWD,4.4,8,Auto(S6),4,11,13,19,15,16.0999,26.1999,19.479,R,,,,,,,,,,4102, ,2MODE CLKUP ,4,23,30-May-08,DERIVED
S.U.V. - 4WD,VOLVO,XC60 AWD,3,6,Auto(S6),4,1,15,22,18,18.8999,30.399,22.7771,R,,T,,,,,,,,3419, ,2MODE CLKUP ,4,23,30-May-08,DERIVED
