CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,REL DT,5C CODE
MINIVAN - 2WD,KIA,SEDONA,3.8,6,Auto(L5),F,5,16,23,18,19.8,31.5,23.7736,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,20,25-Aug-08,DERIVED
MINIVAN - 2WD,MAZDA,MAZDA 5,2.3,4,Manual(M5),F,9,22,28,24,27.3,39.2,31.6194,R,,,,,,,,,,2565, ,,4,20,16-Jun-08,DERIVED
MINIVAN - 2WD,MAZDA,MAZDA 5,2.3,4,Auto(S5),F,9,21,27,23,26.4,38.1,30.6332,R,,,,,,,,,,2675, ,DC/FW,4,20,16-Jun-08,DERIVED
MINIVAN - 2WD,NISSAN,QUEST,3.5,6,Auto(L5),F,91,16,24,19,20.2869,32.7073,24.4681,P,,,,,,,,,,3393, ,CLKUP ,4,20,4-Sep-08,DERIVED
MINIVAN - 2WD,TOYOTA,SIENNA 2WD,3.5,6,Auto(L5),F,26,17,23,19,22.4,34,26.4628,R,,,,,,,,,,3235, ,CLKUP ,4,20,10-Jul-08,DERIVED
MINIVAN - 2WD,VW,ROUTAN FWD,3.8,6,Auto(L6),F,222,16,23,18,19.7,31.9,23.7952,R,,,,,,,,,,3419, ,CMODE CLKUP ,2,20,16-Jul-08,DERIVED
MINIVAN - 2WD,VW,ROUTAN FWD,4,6,Auto(L6),F,223,17,25,20,21.4,35.1,25.9596,R,,,,,,,,,,3075, ,CMODE CLKUP ,4,20,16-Jul-08,DERIVED
MINIVAN - 4WD,TOYOTA,SIENNA 4WD,3.5,6,Auto(L5),4,26,16,21,18,19.6,29.2,23.0032,R,,,,,,,,,,3419, ,CLKUP ,4,21,10-Jul-08,DERIVED
S.U.V. - 2WD,BUICK,ENCLAVE FWD,3.6,6,Auto(L6),F,159,17,24,19,20.6,33,24.7921,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE 2WD,6.2,8,Auto(L6),R,843,10,14,11,11.7,19.5,14.2683,E,,,,,,,,,,4840,280-350,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE 2WD,6.2,8,Auto(L6),R,842,12,19,15,15,26.6,18.6623,R,,,,,,,,,,4102,380-480,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE 2WD HYBRID,6,8,Auto(AV),R,811,20,21,20,26.8,30.1459,28.2089,R,,,,,,,,,,3075, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE ESV 2WD,6.2,8,Auto(L6),R,843,10,14,11,11.7,19.5,14.2683,E,,,,,,,,,,4840,280-350,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE ESV 2WD,6.2,8,Auto(L6),R,842,12,19,15,15,26.6,18.6623,R,,,,,,,,,,4102,380-480,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,SRX 2WD,3.6,6,Auto(S5),R,128,15,23,18,18.5,31.3,22.6723,R,,,,,,,,,,3419, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CADILLAC,SRX 2WD,4.6,8,Auto(S6),R,130,13,20,16,16.5,28.3,20.311,P,,,,,,,,,,4031, ,CLKUP ,4,22,22-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L6),R,831,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L6),R,830,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L6),R,846,14,20,16,16.8,27.1,20.2662,R,,,,,,,,,,3844, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,6,8,Auto(L6),R,850,14,19,16,16.8,27.3455,20.3276,R,,,,,,,,,,3844, ,CLKUP ,2,22,12-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L6),R,831,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L6),R,830,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L6),R,846,14,20,16,16.8,27.1,20.2662,R,,,,,,,,,,3844, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,6,8,Auto(L6),R,850,14,19,16,16.8,27.3455,20.3276,R,,,,,,,,,,3844, ,CLKUP ,2,22,12-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,4.8,8,Auto(L4),R,840,14,19,16,17.4165,26.0975,20.4824,R,,,,,,,,,,3844, ,CLKUP ,2,22,11-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L6),R,831,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L6),R,830,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L6),R,846,14,20,16,16.8,27.1,20.2662,R,,,,,,,,,,3844, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,6.2,8,Auto(L6),R,843,10,14,11,11.7,19.5,14.2683,E,,,,,,,,,,4840,280-350,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,6.2,8,Auto(L6),R,842,12,19,15,15,26.6,18.6623,R,,,,,,,,,,4102,380-480,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE HYBRID 2WD,6,8,Auto(AV),R,811,21,22,21,26.8,30.1459,28.2089,R,,,,,,,,,,2927, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE XFE 2WD,5.3,8,Auto(L6),R,863,11,16,13,13.7,22.8999,16.7233,E,,,,,,,,,,4095,330,CLKUP ,2,22,31-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE XFE 2WD,5.3,8,Auto(L6),R,862,15,21,17,18.3,29.6999,22.1209,R,,,,,,,,,,3616,430,CLKUP ,2,22,31-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,EQUINOX FWD,3.4,6,Auto(L5),F,108,17,24,20,21.2883,33.5926,25.4897,R,,,,,,,,,,3075, ,CLKUP ,2,22,30-Apr-08,DERIVED
S.U.V. - 2WD,CHEVROLET,EQUINOX FWD,3.6,6,Auto(S6),F,110,17,24,19,20.8,32.9,24.9252,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2,4,Manual(M5),F,138,21,29,24,26.7,40.5,31.5354,R,,T,,,,,,,,2565, ,,4,22,20-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2,4,Auto(L4),F,137,19,29,23,24.3,40.2,29.5615,R,,T,,,,,,,,2675, ,CLKUP ,4,22,20-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Manual(M5),F,164,16,23,19,20.7,32.2285,24.6713,E,,,,,,,,,,2801,300,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Manual(M5),F,163,22,32,26,28.5,44.8568,34.0946,R,,,,,,,,,,2368,420,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Auto(L4),F,162,16,22,18,19.8,30.6086,23.5408,E,,,,,,,,,,2961,290,CLKUP ,4,22,30-Jul-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Auto(L4),F,161,22,30,25,27.3,42.2171,32.4615,R,,,,,,,,,,2460,400,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Manual(M5),F,169,16,22,19,20.8,31.6,24.5804,E,,,,,,,,,,2801,300,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Manual(M5),F,168,21,30,24,27.6,41.9,32.6079,R,,,,,,,,,,2565,400,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Auto(L4),F,166,15,21,17,19,29.1,22.5168,E,,,,,,,,,,3131,270,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Auto(L4),F,165,22,29,24,27.3,40.8998,32.1037,R,,,,,,,,,,2565,390,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2,4,Manual(M5),F,138,21,29,24,26.7,40.5,31.5354,R,,T,,,,,,,,2565, ,,4,22,20-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2,4,Auto(L4),F,137,19,29,23,24.3,40.2,29.5615,R,,T,,,,,,,,2675, ,CLKUP ,4,22,20-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Manual(M5),F,164,16,23,19,20.7,32.2285,24.6713,E,,,,,,,,,,2801,300,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Manual(M5),F,163,22,32,26,28.5,44.8568,34.0946,R,,,,,,,,,,2368,420,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Auto(L4),F,162,16,22,18,19.8,30.6086,23.5408,E,,,,,,,,,,2961,290,CLKUP ,4,22,30-Jul-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Auto(L4),F,161,22,30,25,27.3,42.2171,32.4615,R,,,,,,,,,,2460,400,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Manual(M5),F,169,16,22,19,20.8,31.6,24.5804,E,,,,,,,,,,2801,300,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Manual(M5),F,168,21,30,24,27.6,41.9,32.6079,R,,,,,,,,,,2565,400,,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Auto(L4),F,166,15,21,17,19,29.1,22.5168,E,,,,,,,,,,3131,270,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Auto(L4),F,165,22,29,24,27.3,40.8998,32.1037,R,,,,,,,,,,2565,390,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,4.2,6,Auto(L4),R,800,14,20,16,17.6,28,21.1321,R,,,,,,,,,,3844, ,CLKUP ,4,22,13-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,5.3,8,Auto(L4),R,848,15,21,17,19,30.1,22.7803,R,,,,,,,,,,3616, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,6,8,Auto(L4),R,802,12,16,14,14.9,22.5,17.5708,R,,,,,,,,,,4391, ,CLKUP ,2,22,12-Aug-08,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAVERSE FWD,3.6,6,Auto(L6),F,159,17,24,19,20.6,33,24.7921,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,4.7,8,Auto(L5),R,550,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,GAS 330,CMODE ,2,22,17-Jul-08,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,4.7,8,Auto(L5),R,552,9,13,10,10.7,17.2,12.8925,E,,,,,,,,,,5325,E85 240,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,5.7,8,Auto(L5),R,450,14,20,16,17,27.1,20.4256,R,,,,,,,,,,3844, ,,2,22,28-Jul-08,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Manual(M5),F,202,21,26,23,26.5,36.6858,30.2837,R,,,,,,,,,,2675, ,,4,22,9-Jul-08,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,201,18,24,21,23,34.1,26.9473,R,,T,,,,,,,,2927, ,CLKUP ,4,22,21-Jul-08,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,202,19,24,21,23.7,34.1,27.4701,R,,,,,,,,,,2927, ,CLKUP ,4,22,9-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,3.7,6,Auto(L4),R,537,14,20,16,17.7,27.8,21.1593,R,,,,,,,,,,3844, ,CMODE ,2,22,21-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,552,9,13,10,10.7,17.2,12.8925,E,,,,,,,,,,5325,E85 240,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,550,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,GAS 330,CMODE ,2,22,17-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,5.7,8,Auto(L5),R,450,14,20,16,17,27.1,20.4256,R,,,,,,,,,,3844, ,,2,22,28-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,JOURNEY 2WD,2.4,4,Auto(L4),F,4,19,25,21,23.8,35,27.8037,R,,,,,,,,,,2927, ,,4,22,1-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,JOURNEY 2WD,3.5,6,Auto(L6),F,1,16,23,18,19.3,32.2,23.5446,R,,,,,,,,,,3419, ,,4,22,14-May-08,DERIVED
S.U.V. - 2WD,DODGE,NITRO 2WD,3.7,6,Auto(L4),R,529,16,22,18,19.8,30.5,23.5118,R,,,,,,,,,,3419, ,,2,22,10-Jul-08,DERIVED
S.U.V. - 2WD,DODGE,NITRO 2WD,4,6,Auto(L5),R,531,16,21,18,19.6,29.4,23.0588,R,,,,,,,,,,3419, ,,4,22,10-Jul-08,DERIVED
S.U.V. - 2WD,FORD,EDGE FWD,3.5,6,Auto(L6),F,730,17,24,19,20.7,33.1,24.8972,R,,,,,,,,,,3235, ,CLKUP ,4,22,2-Sep-08,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,2.5,4,Manual(M5),F,602,22,28,24,28.3,38.6,32.1619,R,,,,,,,,,,2565, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,2.5,4,Auto(L6),F,600,20,28,23,25.9,38.6,30.4011,R,,,,,,,,,,2675, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,3,6,Auto(L6),F,604,18,26,21,22.8,35.9,27.2795,R,,,,,,,,,,2927, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,FORD,ESCAPE HYBRID FWD,2.5,4,Auto(AV),F,607,34,31,32,45.2,43.1,44.2302,R,,,,,,,,,,1919, ,VLKUP ,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,FORD,EXPEDITION 2WD FFV,5.4,8,Auto(L6),R,804,10,14,11,11.9,19.3,14.3813,E,,,,,,,,,,4840,RNG=310,CLKUP ,3,22,8-Sep-08,DERIVED
S.U.V. - 2WD,FORD,EXPEDITION 2WD FFV,5.4,8,Auto(L6),R,803,14,20,16,17.0994,27,20.4786,R,,,,,,,,,,3844,RNG=450,CLKUP ,3,22,8-Sep-08,DERIVED
S.U.V. - 2WD,FORD,EXPLORER 2WD,4,6,Auto(L5),R,704,14,20,16,17.3,27.8,20.8425,R,,,,,,,,,,3844, ,CLKUP ,2,22,18-Aug-08,DERIVED
S.U.V. - 2WD,FORD,EXPLORER 2WD,4.6,8,Auto(L6),R,706,15,21,17,17.9705,28.7372,21.6146,R,,,,,,,,,,3616, ,CLKUP ,3,22,18-Aug-08,DERIVED
S.U.V. - 2WD,FORD,FLEX FWD,3.5,6,Auto(L6),F,500,17,24,19,20.7,33.1,24.8972,R,,,,,,,,,,3235, ,CLKUP ,4,22,5-May-08,DERIVED
S.U.V. - 2WD,FORD,TAURUS X FWD,3.5,6,Auto(L6),F,312,17,24,19,20.7,33.1,24.8972,R,,,,,,,,,,3235, ,CLKUP ,4,22,21-Jul-08,DERIVED
S.U.V. - 2WD,GMC,ACADIA FWD,3.6,6,Auto(L6),F,159,17,24,19,20.6,33,24.7921,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,4.8,8,Auto(L4),R,840,14,19,16,17.4165,26.0975,20.4824,R,,,,,,,,,,3844, ,CLKUP ,2,22,11-Aug-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L6),R,831,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L6),R,830,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L6),R,846,14,20,16,16.8,27.1,20.2662,R,,,,,,,,,,3844, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,6.2,8,Auto(L6),R,843,10,14,11,11.7,19.5,14.2683,E,,,,,,,,,,4840,280-350,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,6.2,8,Auto(L6),R,842,12,19,15,15,26.6,18.6623,R,,,,,,,,,,4102,380-480,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON HYBRID 2WD,6,8,Auto(AV),R,811,21,22,21,26.8,30.1459,28.2089,R,,,,,,,,,,2927, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XFE 2WD,5.3,8,Auto(L6),R,863,11,16,13,13.7,22.8999,16.7233,E,,,,,,,,,,4095,330,CLKUP ,2,22,31-Aug-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XFE 2WD,5.3,8,Auto(L6),R,862,15,21,17,18.3,29.6999,22.1209,R,,,,,,,,,,3616,430,CLKUP ,2,22,31-Aug-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L6),R,831,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L6),R,830,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L6),R,846,14,20,16,16.8,27.1,20.2662,R,,,,,,,,,,3844, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,6,8,Auto(L6),R,850,14,19,16,16.8,27.3455,20.3276,R,,,,,,,,,,3844, ,CLKUP ,2,22,12-Aug-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,6.2,8,Auto(L6),R,843,10,14,11,11.7,19.5,14.2683,E,,,,,,,,,,4840,280-350,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,6.2,8,Auto(L6),R,842,12,19,15,15,26.6,18.6623,R,,,,,,,,,,4102,380-480,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,GMC,ENVOY 2WD,4.2,6,Auto(L4),R,800,14,20,16,17.6,28,21.1321,R,,,,,,,,,,3844, ,CLKUP ,4,22,13-Jun-08,DERIVED
S.U.V. - 2WD,GMC,ENVOY 2WD,5.3,8,Auto(L4),R,848,15,21,17,18.4,29.3,22.0996,R,,,,,,,,,,3616, ,CLKUP ,2,22,23-Jun-08,DERIVED
S.U.V. - 2WD,HONDA,CR-V 2WD,2.4,4,Auto(L5),F,18,20,27,23,25.3,37.8,29.7231,R,,,,,,,,,,2675, ,CLKUP ,4,22,19-Aug-08,DERIVED
S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Manual(M5),F,19,18,23,20,23.2,31.9,26.4456,R,,,,,,,,,,3075, ,,4,22,29-Oct-08,DERIVED
S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Auto(L5),F,19,20,25,22,24.8,34.3,28.3311,R,,,,,,,,,,2798, ,CLKUP ,4,22,29-Oct-08,DERIVED
S.U.V. - 2WD,HONDA,PILOT 2WD,3.5,6,Auto(L5),F,23,17,23,19,20.6404,31.9969,24.5636,R,,,,,,,,,,3235, ,CLKUP ,4,22,22-May-08,DERIVED
S.U.V. - 2WD,HYUNDAI,SANTA FE 2WD,2.7,6,Manual(M5),F,14,17,24,20,21.6,33.4,25.6832,R,,,,,,,,,,3075, ,,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,SANTA FE 2WD,2.7,6,Auto(L4),F,14,18,24,20,23,33.2,26.69,R,,,,,,,,,,3075, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,SANTA FE 2WD,3.3,6,Auto(L5),F,15,17,24,20,21.5,33.1,25.5255,R,,,,,,,,,,3075, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2,4,Manual(M5),F,5,20,26,22,25,36.2483,29.0576,R,,,,,,103,23,,,2798, ,,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2,4,Auto(L4),F,5,20,25,22,25.5,34.5,28.8916,R,,,,,,103,23,,,2798, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2.7,6,Auto(L4),F,7,18,24,20,23.2,32.8,26.7191,R,,,,,,103,23,,,3075, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,HYUNDAI,VERACRUZ 2WD,3.8,6,Auto(L6),F,13,16,23,18,19.5,31.7,23.5845,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,INFINITI,FX35 RWD,3.5,6,Auto(S7),R,93,16,23,19,20.097,31.3751,23.9752,P,,,,,,,,,,3393, ,CLKUP ,4,22,24-Jun-08,DERIVED
S.U.V. - 2WD,INFINITI,QX56 2WD,5.6,8,Auto(L5),R,282,12,18,14,15.2,24.2,18.2551,P,,,,,,,,,,4605, ,CLKUP ,4,22,15-May-08,DERIVED
S.U.V. - 2WD,JEEP,COMMANDER 2WD,3.7,6,Auto(L5),R,508,15,20,16,18,27.2,21.2316,R,,,,,,,,,,3844, ,,2,22,1-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,COMMANDER 2WD,4.7,8,Auto(L5),R,574,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102, ,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,JEEP,COMMANDER 2WD,4.7,8,Auto(L5),R,572,9,13,10,10.6,17.7,12.9349,E,,,,,,,,,,5325,E85 280,CMODE ,2,22,3-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,COMMANDER 2WD,4.7,8,Auto(L5),R,570,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,GAS 340,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,JEEP,COMMANDER 2WD,5.7,8,Auto(L5),R,450,14,20,16,17,27.1,20.4256,R,,,,,,,,,,3844, ,,2,22,28-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,COMPASS 2WD,2,4,Auto(AV),F,204,23,27,24,28.8945,38,32.3867,R,,,,,,,,,,2565, ,VMODE CLKUP ,4,22,9-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,COMPASS 2WD,2.4,4,Manual(M5),F,211,23,28,25,29.3,39.2,33.0568,R,,,,,,,,,,2460, ,,4,22,11-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,COMPASS 2WD,2.4,4,Auto(AV),F,208,21,25,23,27,34.7,29.9952,R,,,,,,,,,,2675, ,,4,22,10-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,3.7,6,Auto(L5),R,508,16,21,18,19.3,28.8,22.6642,R,,,,,,,,,,3419, ,,2,22,1-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,4.7,8,Auto(L5),R,574,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102, ,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,4.7,8,Auto(L5),R,572,9,13,10,10.6,17.7,12.9349,E,,,,,,,,,,5325,E85 280,CMODE ,2,22,3-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,4.7,8,Auto(L5),R,570,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,GAS 340,CMODE ,2,22,27-Aug-08,DERIVED
S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,5.7,8,Auto(L5),R,450,14,20,16,17,27.1,20.4256,R,,,,,,,,,,3844, ,,2,22,28-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,LIBERTY 2WD,3.7,6,Auto(L4),R,529,16,22,18,19.8,30.5,23.5118,R,,,,,,,,,,3419, ,,2,22,10-Jul-08,DERIVED
